ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name,Family,Concept_Count,Form_Count,Contribution_ID,Family_Name
2871,Sengseng,Papunesia,-6.16474,149.784,seng1281,ssz,Sengseng,aust1307,323,323,abvdoceanic,Austronesian
2872,Mangareva,Papunesia,-23.1095,-134.97,mang1401,mrv,Mangareva,aust1307,270,270,abvdoceanic,Austronesian
2873,Lakalai,Papunesia,-5.59931,150.888,naka1262,nak,Nakanai,aust1307,259,259,abvdoceanic,Austronesian
2874,South Efate,Papunesia,-17.7006,168.377,sout2856,erk,Nafsan,aust1307,205,205,abvdoceanic,Austronesian
2875,Lihir (Sunglik),Papunesia,-3.18895,152.606,lihi1237,lih,Lihir,aust1307,221,221,abvdoceanic,Austronesian
2876,Sye (Erromangan),Papunesia,-18.8181,169.166,siee1239,erg,Sie,aust1307,217,217,abvdoceanic,Austronesian
2877,Sa'a (A'ulu Village),Papunesia,-9.60258,161.467,saaa1240,apb,Sa'a,aust1307,221,221,abvdoceanic,Austronesian
2878,Drubea,Papunesia,-22.0947,166.531,dumb1241,duf,Dumbea,aust1307,210,210,abvdoceanic,Austronesian
2879,Nyindrou,Papunesia,-2.1143,146.627,nyin1250,lid,Nyindrou,aust1307,234,234,abvdoceanic,Austronesian
2880,Iduna,Papunesia,-9.34361,150.24,idun1242,viv,Iduna,aust1307,246,246,abvdoceanic,Austronesian
2881,Seediq F69 (Sakura),Papunesia,23.9032,121.358,taro1264,trv,Seediq,aust1307,293,293,abvdphilippines,Austronesian
2882,Manide (Labo),Papunesia,14.1571,122.835,cama1250,abd,Camarines Norte Agta,aust1307,226,226,abvdphilippines,Austronesian
2883,Murtazabad,Eurasia,36.2821952,74.5889064,hunz1248,,Hunza,buru1296,204,204,backstromnorthernpakistan,Burushaski
2884,Hoper,Eurasia,36.1528358,74.8461621,naga1398,,Nagar,buru1296,205,205,backstromnorthernpakistan,Burushaski
2885,Andoke,South America,-0.53751,-72.0869,ando1256,ano,Andoque,ando1256,201,201,huntergatherer,Andoque
2886,Doromu-Koki,Papunesia,-9.56687,147.986,doro1266,kqc,Doromu-Koki,manu1261,201,201,johanssonsoundsymbolic,Manubaran
2887,Pirahã,South America,-6.77713,-61.8167,pira1253,myp,Pirahã,pira1253,201,201,johanssonsoundsymbolic,Pirahã
2888,Shatt,Africa,10.8525,29.7687,shat1244,shj,Shatt,daju1249,201,201,johanssonsoundsymbolic,Dajuic
2889,Ewage-Notu,Papunesia,-8.68756,148.405,ewag1241,nou,Ewage-Notu,nucl1709,279,279,transnewguineaorg,Nuclear Trans New Guinea
2890,Nakai,Papunesia,-5.19377,140.512,naka1265,nkj,Nakai,nucl1709,207,207,transnewguineaorg,Nuclear Trans New Guinea
2891,Avava: Tisvel,Papunesia,-16.27153,167.39939,katb1237,tmb,Avava,aust1307,201,201,vanuatuvoices,Austronesian
2892,Bislama (2),Papunesia,-16.10302,167.4168,bisl1239,bis,Bislama,indo1319,201,201,vanuatuvoices,Indo-European
2893,Ctl-E: Tawet: Naviso,Papunesia,-15.12286,168.144,tali1260,,Talise (Vanuatu),aust1307,201,201,vanuatuvoices,Austronesian
2894,Ctl: Sungwadola: Gwaran Uta,Papunesia,-15.12506,168.091146,tali1260,,Talise (Vanuatu),aust1307,222,222,vanuatuvoices,Austronesian
2895,E: Vuindondo,Papunesia,-15.30571,167.971219,east2443,omb,East Ambae,aust1307,213,213,vanuatuvoices,Austronesian
2896,N: Leõ: Vandue,,-15.31851,167.820332,amba1270,,Ambae,aust1307,210,210,vanuatuvoices,Austronesian
2897,S: Lolovele,,-15.44771,167.869802,amba1270,,Ambae,aust1307,209,209,vanuatuvoices,Austronesian
2898,S: Sungagage: Asanvari,,-15.37944,168.128889,maew1234,,Maewo,aust1307,212,212,vanuatuvoices,Austronesian
2899,Penrhyn,Papunesia,-9.082238,-157.922908,penr1237,pnh,Māngarongaro,aust1307,217,217,walworthpolynesian,Austronesian
2900,Jawe,Papunesia,-20.6648,164.676,jawe1237,jaz,Jawe,aust1307,219,219,abvdoceanic,Austronesian
2901,Rapanui (Easter Island),Papunesia,-27.113,-109.342,rapa1244,rap,Rapanui,aust1307,375,375,abvdoceanic,Austronesian
2902,Kove,Papunesia,-5.58623,149.63,kove1237,kvc,Kove,aust1307,234,234,abvdoceanic,Austronesian
2903,Vaeakau-Taumako,Papunesia,-10.173335,166.247188,pile1238,piv,Vaeakau-Taumako,aust1307,250,250,abvdoceanic,Austronesian
2904,Neve'ei,Papunesia,-16.2253,167.427,vinm1237,vnm,Neve'ei,aust1307,242,242,abvdoceanic,Austronesian
2905,Longgu,Papunesia,-9.75258,160.663,long1395,lgu,Longgu,aust1307,228,228,abvdoceanic,Austronesian
2906,Apma (Suru Mwerani),Papunesia,-15.8559,168.189,apma1240,app,Apma,aust1307,272,272,abvdoceanic,Austronesian
2907,Bebeli,Papunesia,-5.63282,150.323,bebe1252,bek,Bebeli,aust1307,230,230,abvdoceanic,Austronesian
2908,Ivasay,Papunesia,20.77,121.85,ivat1242,ivv,Itbayat,aust1307,337,337,abvdphilippines,Austronesian
2909,Haiderabad,Eurasia,36.2969008,74.5985662,hunz1248,,Hunza,buru1296,203,203,backstromnorthernpakistan,Burushaski
2910,Uyum Nagar,Eurasia,36.1528358,74.8461621,naga1398,,Nagar,buru1296,204,204,backstromnorthernpakistan,Burushaski
2911,Yasin Center,Eurasia,36.4092359,73.0214217,yasi1237,,Yasin,buru1296,205,205,backstromnorthernpakistan,Burushaski
2912,Yuki,South America,-16.7875,-64.9438,yuqu1240,yuq,Yuqui,tupi1275,200,200,gerarditupi,Tupian
2913,Kuot,Papunesia,-3.06952,151.537,kuot1243,kto,Kuot,kuot1243,200,200,johanssonsoundsymbolic,Kuot
2914,Saponi,Papunesia,-2.385,136.497,sapo1254,spi,Saponi,lake1255,201,201,transnewguineaorg,Lakes Plain
2915,Ctl: Nalemba: Narovorovo,Papunesia,-15.1826,168.110702,naro1250,,Narovorovo,aust1307,221,221,vanuatuvoices,Austronesian
2916,Buninga: Moso,Papunesia,-17.529011534438972,168.28918755548693,buni1246,,Buninga,aust1307,206,206,vanuatuvoices,Austronesian
2917,N: Sungwadia: Naumumu,Papunesia,-14.93637,168.053014,mari1426,mrb,Sunwadia,aust1307,222,222,vanuatuvoices,Austronesian
2918,Wala: Worprev,Papunesia,-15.97775,167.37656,wala1267,,Wala-Rano,aust1307,202,202,vanuatuvoices,Austronesian
2919,W: Walaha,Papunesia,-15.40071,167.701737,wala1268,,Walaha,aust1307,206,206,vanuatuvoices,Austronesian
2920,Tikopia,Papunesia,-12.2766,168.822,tiko1237,tkp,Tikopia,aust1307,259,259,abvdoceanic,Austronesian
2921,Futuna-Aniwa,Papunesia,-19.5303,170.215,futu1245,fut,Futuna-Aniwa,aust1307,305,305,abvdoceanic,Austronesian
2922,Dehu,Papunesia,-20.8892,167.229,dehu1237,dhv,Dehu,aust1307,268,268,abvdoceanic,Austronesian
2923,Molima,Papunesia,-9.57457,150.614,moli1248,mox,Molima,aust1307,234,234,abvdoceanic,Austronesian
2924,"Uvea, West",Papunesia,-20.4145,166.589,west2516,uve,West Uvean,aust1307,219,219,abvdoceanic,Austronesian
2925,Tami,Papunesia,-6.70017,147.732,tami1290,tmy,Tami,aust1307,200,200,abvdoceanic,Austronesian
2926,Sursurunga,Papunesia,-3.99078,152.768,surs1246,sgz,Sursurunga,aust1307,203,203,abvdoceanic,Austronesian
2927,"Bunun F69, Southern",Papunesia,23.4116,121.025,bunu1267,bnn,Bunun,aust1307,261,261,abvdphilippines,Austronesian
2928,Iraralay,Papunesia,20.77,121.85,ivat1242,ivv,Itbayat,aust1307,344,344,abvdphilippines,Austronesian
2929,Amis (Fata'an),Papunesia,23.0917,121.348,amis1246,ami,Amis,aust1307,212,212,abvdphilippines,Austronesian
2930,Ganish,Eurasia,36.312159,74.6626353,hunz1248,,Hunza,buru1296,202,202,backstromnorthernpakistan,Burushaski
2931,Banoni,Papunesia,-6.23061,155.128,bann1247,bcm,Bannoni,aust1307,258,258,blustaustronesian,Austronesian
2932,Mayi-Thakurti,Australia,-20.0,140.63,mayi1234,xyt,Mayi-Thakurti,pama1250,200,200,bowernpny,Pama-Nyungan
2933,Kayabí,South America,-11.2747,-55.5479,kaya1329,kyz,Kayabí,tupi1275,200,200,gerarditupi,Tupian
2934,Paakantyi,Australia,-32.7021,142.695,darl1243,drl,Paakantyi,pama1250,199,199,huntergatherer,Pama-Nyungan
2935,Gaam,Africa,11.4674,33.9797,gaam1241,tbi,Gaam,east2386,199,199,johanssonsoundsymbolic,Eastern Jebel
2936,Urarina,South America,-4.44006,-75.4211,urar1246,ura,Urarina,urar1246,199,199,johanssonsoundsymbolic,Urarina
2937,Southern Gyeongsang,Eurasia,35.3,128.3,kyon1247,,Kyongsangdo,kore1284,203,203,leekoreanic,Koreanic
2938,Awera,Papunesia,-2.71886,136.063,awer1241,awr,Awera,lake1255,200,200,transnewguineaorg,Lakes Plain
2939,Kuot,Papunesia,-3.06952,151.537,kuot1243,kto,Kuot,kuot1243,301,301,transnewguineaorg,Kuot
2940,Naha’ai: Mbatmbang,Papunesia,-16.56778,167.53083,malf1237,mlx,Na'ahai,aust1307,199,199,vanuatuvoices,Austronesian
2941,Nese,Papunesia,-15.9305,167.17653,nese1235,,Nese,aust1307,204,204,vanuatuvoices,Austronesian
2942,N: Mwerlap,Papunesia,-14.96984,168.058964,mari1426,mrb,Sunwadia,aust1307,206,206,vanuatuvoices,Austronesian
2943,N: Sungwadia: Tasmaor,Papunesia,-14.93637,168.053014,mari1426,mrb,Sunwadia,aust1307,213,213,vanuatuvoices,Austronesian
2944,Wampar,Papunesia,-6.67364,146.662,wamp1247,lbq,Wampar,aust1307,273,273,abvdoceanic,Austronesian
2945,Sakao (Port-Olry),Papunesia,-15.0757,167.051,saka1289,sku,Wanohe,aust1307,283,283,abvdoceanic,Austronesian
2946,Ura,Papunesia,-18.6747,169.084,urav1235,uur,Ura (Vanuatu),aust1307,203,203,abvdoceanic,Austronesian
2947,Ramoaaina,Papunesia,-4.17306,152.451,ramo1244,rai,Ramoaaina,aust1307,202,202,abvdoceanic,Austronesian
2948,Atayal - C'uli' F69 (Bandai),Papunesia,24.5209,121.388,atay1247,tay,Atayal,aust1307,212,212,abvdphilippines,Austronesian
2949,Kavalan F69,Papunesia,24.6947,121.645,kava1241,ckv,Kavalan,aust1307,482,482,abvdphilippines,Austronesian
2950,"Manobo, Kalamansig Cotabato (Paril Dialect)",Papunesia,6.39417,124.234,cota1241,mta,Cotabato Manobo,aust1307,206,206,abvdphilippines,Austronesian
2951,Dharumbal,Australia,-23.307,150.593,dhar1248,xgm,Dharumbal,pama1250,198,198,bowernpny,Pama-Nyungan
2952,Aha,South America,0.69618,-67.5028,curr1243,kpc,Curripaco,araw1281,198,198,chaconbaniwa,Arawakan
2953,Shom Peng,Eurasia,7.02099,93.8064,shom1245,sii,Shom Peng,shom1245,198,198,johanssonsoundsymbolic,Shom Peng
2954,Northern Sgaw,Eurasia,19.020577,96.540526,wewa1238,wea,Wewaw,sino1245,199,199,luangthongkumkaren,Sino-Tibetan
2955,Yanesha',South America,-10.5454,-75.315,yane1238,ame,Yanesha',araw1281,220,220,northperulex,Arawakan
2956,Kanyī́ka,Africa,-7.31878,23.613,kany1247,kny,Kanyok,atla1278,201,201,polyglottaafricana,Atlantic-Congo
2957,Nkoya_2,Africa,-14.85,24.76,nkoy1244,nka,Nkoya,atla1278,201,201,sawkatokaleya,Atlantic-Congo
2958,"Asmat, Central (Keenok, Sawa-Erma Dialect)",Papunesia,-4.89854,138.405,nort2917,nks,Momogo-Pupis-Irogo,nucl1709,217,217,transnewguineaorg,Nuclear Trans New Guinea
2959,Berik,Papunesia,-2.26904,138.866,beri1254,bkl,Berik,toro1256,223,223,transnewguineaorg,Tor-Orya
2960,Rasawa,Papunesia,-2.37609,136.352,rasa1243,rac,Rasawa,lake1255,201,201,transnewguineaorg,Lakes Plain
2961,Neve’ei: Vinmavis 1,Papunesia,-16.27169,167.39957,vinm1237,vnm,Neve'ei,aust1307,201,201,vanuatuvoices,Austronesian
2962,Maleu,Papunesia,-5.61613,148.445,male1289,mgl,Maleu-Kilenge,aust1307,204,204,abvdoceanic,Austronesian
2963,"Ambrym, South-East",Papunesia,-16.2975,168.211,sout2859,tvk,Southeast Ambrym,aust1307,215,215,abvdoceanic,Austronesian
2964,Manam,Papunesia,-4.07921,145.033,mana1295,mva,Manam,aust1307,209,209,abvdoceanic,Austronesian
2965,Patpatar,Papunesia,-3.74711,152.493,patp1243,gfk,Patpatar,aust1307,232,232,abvdoceanic,Austronesian
2966,"Tanna, Southwest",Papunesia,-19.57953,169.35603,sout2869,nwi,Southwest Tanna,aust1307,203,203,abvdoceanic,Austronesian
2967,Tuamotu,Papunesia,-16.17259,-146.321755,tuam1242,pmt,Tuamotuan,aust1307,283,283,abvdoceanic,Austronesian
2968,"Uvea, East",Papunesia,-13.2903,-176.207,wall1257,wls,East Uvean,aust1307,278,278,abvdoceanic,Austronesian
2969,"Daa kaka (West Ambrym, Vanuatu)",Papunesia,-16.2696,168.013,daka1243,bpa,Dakaka,aust1307,239,239,abvdoceanic,Austronesian
2970,Sio,Papunesia,-5.96037,147.353,sioo1240,xsi,Sio,aust1307,219,219,abvdoceanic,Austronesian
2971,Paicî,Papunesia,-21.096,165.15,paic1239,pri,Paicî,aust1307,225,225,abvdoceanic,Austronesian
2972,Saaroa F69,Papunesia,23.2632,120.711,saar1237,sxr,Saaroa,aust1307,298,298,abvdphilippines,Austronesian
2973,Moi,Papunesia,-0.96532,131.52,moii1235,mxn,Moi (Indonesia),west1493,202,202,berrywestpapuan,West Bird's Head
2974,Oho,South America,2.17859,-67.7704,bani1255,bwi,Baniwa do Icana,araw1281,198,198,chaconbaniwa,Arawakan
2975,Miyako,Eurasia,24.7564,125.363,miya1259,mvi,Miyako,japo1237,197,197,hattorijaponic,Japonic
2976,Bari,South America,9.08497,-72.9353,bari1297,mot,Barí,chib1249,197,197,johanssonsoundsymbolic,Chibchan
2977,Kayaw,Eurasia,19.0561,96.8365,brek1238,kvl,Brek Karen,sino1245,198,198,luangthongkumkaren,Sino-Tibetan
2978,"Asmat, Central (Keenakap, Namen Dialect)",Papunesia,-5.80391,138.471,cent2117,cns,Central Asmat,nucl1709,203,203,transnewguineaorg,Nuclear Trans New Guinea
2979,Korowai,Papunesia,-5.26952,140.047,koro1312,khe,Korowai,nucl1709,199,199,transnewguineaorg,Nuclear Trans New Guinea
2980,Sahu,Papunesia,1.00742,127.493,sahu1245,saj,Sahu,nort2923,359,359,transnewguineaorg,North Halmahera
2981,Wanggom,Papunesia,-5.60094,140.194,wang1299,wng,Wanggom,nucl1709,202,202,transnewguineaorg,Nuclear Trans New Guinea
2982,Nisvai: Blacksands,Papunesia,-16.38847,167.78301,nisv1234,,Nisvai,aust1307,198,198,vanuatuvoices,Austronesian
2983,N: Sungwadia: Uta,Papunesia,-14.97184,168.0573,mari1426,mrb,Sunwadia,aust1307,202,202,vanuatuvoices,Austronesian
2984,Manihiki,Papunesia,-10.03,-161.09,raka1237,rkh,Rakahanga-Manihiki,aust1307,292,292,walworthpolynesian,Austronesian
2985,Gedaged,Papunesia,-5.18175,145.781,geda1237,gdd,Gedaged,aust1307,272,272,abvdoceanic,Austronesian
2986,Canala,Papunesia,-21.7034,165.996,xara1244,ane,Xârâcùù,aust1307,218,218,abvdoceanic,Austronesian
2987,Kaulong (Au Village),Papunesia,-6.08192,149.696,kaul1240,pss,Kaulong,aust1307,225,225,abvdoceanic,Austronesian
2988,Seimat,Papunesia,-1.2666667,144.25,seim1238,ssg,Seimat,aust1307,200,200,abvdoceanic,Austronesian
2989,Vitu,Papunesia,-4.69751,149.489,mudu1242,wiv,Muduapa,aust1307,212,212,abvdoceanic,Austronesian
2990,Ubir,Papunesia,-9.59044,149.396,ubir1237,ubr,Ubir,aust1307,200,200,abvdoceanic,Austronesian
2991,Anuta,Papunesia,-11.61,169.85,anut1237,aud,Anuta,aust1307,238,238,abvdoceanic,Austronesian
2992,Chuukese,Papunesia,7.346993,151.598607,chuu1238,chk,Chuukese,aust1307,407,407,abvdoceanic,Austronesian
2993,Nahavaq,Papunesia,-16.5116,167.477,sout2857,sns,Nahavaq,aust1307,204,204,abvdoceanic,Austronesian
2994,Tape,Papunesia,-16.0695,167.33,mara1399,mrs,Maragus,aust1307,236,236,abvdoceanic,Austronesian
2995,Irarutu,Papunesia,-2.94438,133.586,irar1238,irh,Irarutu,aust1307,210,210,abvdoceanic,Austronesian
2996,Iamalele,Papunesia,-9.45005,150.573,iama1237,yml,Iamalele,aust1307,253,253,abvdoceanic,Austronesian
2997,"Subanon, Siocon",Papunesia,7.79964,122.341,west2557,suc,Western Subanon,aust1307,204,204,abvdphilippines,Austronesian
2998,Puyuma (Nanwang Cq),Papunesia,22.643,120.996,puyu1239,pyu,Puyuma,aust1307,216,216,abvdphilippines,Austronesian
2999,Abun Ji,Papunesia,-0.57073,132.416,abun1252,kgr,Abun,abun1252,196,196,berrywestpapuan,Abun
3000,Mailu,Papunesia,-10.3657,149.521,mail1248,mgu,Mailu,mail1249,260,260,blustaustronesian,Mailuan
3001,Enxet Sur,South America,-23.43,-57.95,sout2989,enx,Enxet Sur,leng1261,322,322,chacolanguages,Enlhet-Enenlhet
3002,Ehe,South America,2.17859,-67.7704,bani1255,bwi,Baniwa do Icana,araw1281,196,196,chaconbaniwa,Arawakan
3003,Limilngan,Australia,-12.4294,131.845,nucl1327,lmc,Limilngan,limi1242,196,196,johanssonsoundsymbolic,Limilngan-Wulna
3004,Hateruma,Eurasia,24.059,123.78,hate1238,,Hateruma,japo1237,197,197,leejaponic,Japonic
3005,Northern Gyeongsang,Eurasia,35.3,128.3,kyon1247,,Kyongsangdo,kore1284,200,200,leekoreanic,Koreanic
3006,Palaung,Eurasia,23.6729,97.7972,shwe1236,pll,Shwe Palaung,aust1305,205,205,nagarajakhasian,Austroasiatic
3007,Rū́nda,Africa,-8.86971,21.4164,ruun1238,rnd,Ruund,atla1278,205,205,polyglottaafricana,Atlantic-Congo
3008,"Asmat, Casuarina Coast (Pirimapun Dialect)",Papunesia,-6.43005,138.566,casu1237,asc,Casuarina Coast Asmat,nucl1709,213,213,transnewguineaorg,Nuclear Trans New Guinea
3009,Tsaukambo,Papunesia,-5.39076,140.186,tsak1250,kvz,Tsaukambo,nucl1709,201,201,transnewguineaorg,Nuclear Trans New Guinea
3010,Waritai,Papunesia,-3.23021,138.456,wari1264,wbe,Waritai,lake1255,222,222,transnewguineaorg,Lakes Plain
3011,Aulua: Loxse-Asolokh,Papunesia,-16.322,167.716,aulu1238,aul,Aulua,aust1307,196,196,vanuatuvoices,Austronesian
3012,Na’ahai: Mbatvanui,Papunesia,-16.53056,167.57778,malf1237,mlx,Na'ahai,aust1307,196,196,vanuatuvoices,Austronesian
3013,Kusaie,Papunesia,5.31,162.98,kosr1238,kos,Kosraean,aust1307,368,368,abvdoceanic,Austronesian
3014,Sobei,Papunesia,-1.86998,138.75,sobe1238,sob,Sobei,aust1307,214,214,abvdoceanic,Austronesian
3015,Tawala,Papunesia,-10.3115,150.644,tawa1275,tbo,Tawala,aust1307,198,198,abvdoceanic,Austronesian
3016,Rukai (Budai F69),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,268,268,abvdphilippines,Austronesian
3017,Moraid,Papunesia,-1.04083,131.965,mora1239,msg,Moraid,west1493,197,197,berrywestpapuan,West Bird's Head
3018,Maloh,Papunesia,1.3156,112.63,emba1238,emb,Embaloh,aust1307,210,210,blustaustronesian,Austronesian
3019,Ñame,South America,0.69618,-67.5028,curr1243,kpc,Curripaco,araw1281,195,195,chaconbaniwa,Arawakan
3020,Tapirapé,South America,-10.5373,-50.5438,tapi1254,taf,Tapirapé,tupi1275,195,195,gerarditupi,Tupian
3021,Salinan M,North America,37.6646,-121.718,sali1253,sln,Salinan,sali1253,203,203,huntergatherer,Salinan
3022,Nara,Africa,15.3251,37.499,nara1262,nrb,Nara,nara1262,195,195,johanssonsoundsymbolic,Nara
3023,Dima,Papunesia,-9.70322,149.605,dima1252,jma,Dima,daga1274,197,197,transnewguineaorg,Dagan
3024,Kaiy,Papunesia,-2.94448,138.161,kaiy1239,tcq,Kaiy,lake1255,223,223,transnewguineaorg,Lakes Plain
3025,Burmbar: Tengan,Papunesia,-16.38095,167.70045,burm1263,vrt,Burmbar,aust1307,195,195,vanuatuvoices,Austronesian
3026,Nese: Tanmial,Papunesia,-15.9305,167.17653,nese1235,,Nese,aust1307,195,195,vanuatuvoices,Austronesian
3027,Levei,Papunesia,-2.06626,146.746,kheh1237,tlx,Khehek,aust1307,202,202,abvdoceanic,Austronesian
3028,Lou,Papunesia,-2.38659,147.346,louu1245,loj,Lou,aust1307,198,198,abvdoceanic,Austronesian
3029,Tarpia,Papunesia,-2.322279,140.115497,tarp1240,tpf,Tarpia,aust1307,203,203,abvdoceanic,Austronesian
3030,Yabem,Papunesia,-6.67052,147.81,yabe1254,jae,Yabem,aust1307,223,223,abvdoceanic,Austronesian
3031,Kuni,Papunesia,-8.66368,146.874,kuni1263,kse,Kuni,aust1307,249,249,abvdoceanic,Austronesian
3032,Namakir,Papunesia,-16.8979,168.569,nama1268,nmk,Namakura,aust1307,223,223,abvdoceanic,Austronesian
3033,Sowa,Papunesia,-15.82653,168.18653,sowa1244,sww,Sowa,aust1307,256,256,abvdoceanic,Austronesian
3034,Akolet,Papunesia,-6.22711,150.182,akol1237,akt,Akolet,aust1307,222,222,abvdoceanic,Austronesian
3035,Minaveha,Papunesia,-9.59922,150.501,mina1269,mvn,Minaveha,aust1307,231,231,abvdoceanic,Austronesian
3036,Atayal - Squliq F69,Papunesia,24.5209,121.388,atay1247,tay,Atayal,aust1307,327,327,abvdphilippines,Austronesian
3037,Cuyonon,Papunesia,10.3201,119.3,cuyo1237,cyo,Cuyonon,aust1307,211,211,abvdphilippines,Austronesian
3038,Kalabra,Papunesia,-1.43074,131.617,kala1256,kzz,Kalabra,west1493,197,197,berrywestpapuan,West Bird's Head
3039,Salmit,Papunesia,-1.51049,131.985,tehi1237,kps,Tehit,west1493,195,195,berrywestpapuan,West Bird's Head
3040,As,Papunesia,-0.75267,131.728,asss1237,asz,As,aust1307,195,195,berrywestpapuan,Austronesian
3041,Mauliene,South America,2.17859,-67.7704,bani1255,bwi,Baniwa do Icana,araw1281,194,194,chaconbaniwa,Arawakan
3042,Bihari,Eurasia,26.3817,86.2211,mait1250,mai,Maithili,indo1319,216,216,dunnielex,Indo-European
3043,Urueuwauwau,South America,-10.9176,-63.8086,urue1240,urz,Uru-Eu-Wau-Wau,tupi1275,194,194,gerarditupi,Tupian
3044,Washo,North America,38.8184,-119.64,wash1253,was,Washo,wash1253,194,194,johanssonsoundsymbolic,Washo
3045,Yonaguni,Eurasia,24.44997,122.99075,yona1241,yoi,Yonaguni,japo1237,194,194,leejaponic,Japonic
3046,Huambisa,South America,-3.99109,-77.9797,huam1247,hub,Huambisa,jiva1245,200,200,northperulex,Chicham
3047,Sekute 2013,Africa,-17.653196,25.634457,seku1239,,Sekute,atla1278,194,194,sawkatokaleya,Atlantic-Congo
3048,Eritai,Papunesia,-2.71182,138.053,erit1239,ert,Eritai,lake1255,217,217,transnewguineaorg,Lakes Plain
3049,Netimb: Bangir,Papunesia,-16.37936,167.66783,aulu1238,aul,Aulua,aust1307,194,194,vanuatuvoices,Austronesian
3050,Mele-Fila,Papunesia,-17.6841,168.275,mele1250,mxe,Mele-Fila,aust1307,206,206,walworthpolynesian,Austronesian
3051,Nauna,Papunesia,-2.21213,148.201,naun1237,ncn,Nauna,aust1307,199,199,abvdoceanic,Austronesian
3052,Maisin,Papunesia,-9.22853,148.731,mais1250,mbq,Maisin,aust1307,213,213,abvdoceanic,Austronesian
3053,Avava,Papunesia,-16.2701,167.484,katb1237,tmb,Avava,aust1307,263,263,abvdoceanic,Austronesian
3054,Sa (south-eastern dialect),Papunesia,-15.9534,168.228,saaa1241,sax,Sa,aust1307,235,235,abvdoceanic,Austronesian
3055,Ske (Seke),Papunesia,-15.8839,168.197,seke1241,ske,Seke (Vanuatu),aust1307,230,230,abvdoceanic,Austronesian
3056,Piva,Papunesia,-6.15201,155.129,lawu1237,tgi,Lawunuia,aust1307,196,196,abvdoceanic,Austronesian
3057,Yami,Papunesia,22.055,121.544,yami1254,tao,Yami,aust1307,204,204,abvdphilippines,Austronesian
3058,Mamanwa,Papunesia,9.44744,125.548,mama1275,mmn,Minamanwa,aust1307,199,199,abvdphilippines,Austronesian
3059,Abun Tat,Papunesia,-0.57073,132.416,abun1252,kgr,Abun,abun1252,193,193,berrywestpapuan,Abun
3060,KK-Halqabad 2,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3061,KK-Halqabad 3,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3062,KK-Kokdarya 2,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3063,KK-Kokdarya 3,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3064,KK-Kokdarya 4,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3065,KK-Shege 1,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3066,KK-Shege 2,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3067,KK-Shege 3,Eurasia,39.98005,63.32233,kara1467,kaa,Kara-Kalpak,turk1311,193,193,cals,Turkic
3068,Ka-Gazli 2,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3069,Ka-Gazli 5,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3070,Ka-Raushan 1,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3071,Ka-Raushan 2,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3072,Ka-Raushan 3,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3073,Ka-Raushan 4,Eurasia,51.17,71.454,kaza1248,kaz,Kazakh,turk1311,193,193,cals,Turkic
3074,Ki-Akmuz 1,Eurasia,42.0,74.0,kirg1245,kir,Kirghiz,turk1311,193,193,cals,Turkic
