ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name,Family,Concept_Count,Form_Count,Contribution_ID,Family_Name
2657,Tsou (Duhtu L04),Papunesia,23.216,120.787,tsou1248,tsu,Tsou,aust1307,224,224,abvdphilippines,Austronesian
2658,Italian,Eurasia,43.0464,12.6489,ital1282,ita,Italian,indo1319,233,233,dunnielex,Indo-European
2659,AvaCanoeiro,South America,-13.6081,-48.1336,avac1239,avv,Avá-Canoeiro,tupi1275,209,209,gerarditupi,Tupian
2660,Guarayo,South America,-15.8247,-61.6934,guar1292,gyr,Guarayu,tupi1275,209,209,gerarditupi,Tupian
2661,Hachijō,Eurasia,33.109444,139.791389,hach1239,,Hachijo,japo1237,209,209,hattorijaponic,Japonic
2662,Kanoê,South America,-12.1789,-64.5812,kano1245,kxo,Kanoê,kano1245,208,208,johanssonsoundsymbolic,Kanoê
2663,Taushiro,South America,-3.22497,-75.5603,taus1253,trr,Taushiro,taus1253,208,208,johanssonsoundsymbolic,Taushiro
2664,Khasi,Eurasia,24.977,91.9998,khas1269,kha,Khasi,aust1305,215,215,nagarajakhasian,Austroasiatic
2665,Lyngngam,Eurasia,25.35,91.05,lyng1241,lyg,India Lyngam,aust1305,215,215,nagarajakhasian,Austroasiatic
2666,Ndanda_Denfap,Africa,5.111459,10.336031,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2667,Ndanda_Lek,Africa,5.150741,10.429029,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2668,Ndanda_Meno,Africa,5.069482,10.425853,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2669,Ndanda_Ngwa,Africa,5.191047,10.473404,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2670,Ndanda_Nyep,Africa,5.254489,10.471901,bato1245,,Batoufam,atla1278,208,208,ndanda,Atlantic-Congo
2671,Ndanda_Shingou,Africa,5.238847,10.491081,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2672,Ndanda_Twefap,Africa,5.027245,10.473575,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2673,Sikaritai,Papunesia,-2.80285,138.287,sika1263,tty,Sikaritai,lake1255,225,225,transnewguineaorg,Lakes Plain
2674,Reo Ra'ivavae,Papunesia,-23.86742,-147.6551,raiv1237,,Raivavae,aust1307,220,220,walworthpolynesian,Austronesian
2675,Puyuma (Katipul L04),Papunesia,22.643,120.996,puyu1239,pyu,Puyuma,aust1307,222,222,abvdphilippines,Austronesian
2676,Rukai (Maga L04),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,229,229,abvdphilippines,Austronesian
2677,Saisiyat L04 (Ta'ai),Papunesia,24.6043,121.067,sais1237,xsy,Saisiyat,aust1307,216,216,abvdphilippines,Austronesian
2678,Marathi,Eurasia,17.9344,76.6665,mara1378,mar,Marathi,indo1319,247,247,dunnielex,Indo-European
2679,Oki,Eurasia,27.37384,128.6187,okin1246,okn,Oki-No-Erabu,japo1237,207,207,hattorijaponic,Japonic
2680,Ikema,Eurasia,24.93149,125.245,ikem1235,,Ikema-Jima,japo1237,207,207,leejaponic,Japonic
2681,Sinitic_Chaozhou,Eurasia,23.657699,116.622317,chao1238,,Chaozhou,sino1245,214,214,sagartst,Sino-Tibetan
2682,Dupaningan Agta,Papunesia,17.3748,122.188,dupa1235,duo,Dupaninan Agta,aust1307,253,253,abvdphilippines,Austronesian
2683,Paiwan (Stimul L04),Papunesia,22.3271,120.806,paiw1248,pwn,Paiwan,aust1307,220,220,abvdphilippines,Austronesian
2684,Rukai (Tanan L04),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,221,221,abvdphilippines,Austronesian
2685,Rukai (Tona),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,222,222,abvdphilippines,Austronesian
2686,Shigar Balti,Eurasia,35.422616,75.737108,balt1258,bft,Balti,sino1245,220,220,backstromnorthernpakistan,Sino-Tibetan
2687,Skardu Balti,Eurasia,35.289137,75.607395,balt1258,bft,Balti,sino1245,222,222,backstromnorthernpakistan,Sino-Tibetan
2688,Kharmang Balti,Eurasia,34.968679,76.213849,balt1258,bft,Balti,sino1245,210,210,backstromnorthernpakistan,Sino-Tibetan
2689,Thao,Papunesia,23.8333,120.93,thao1240,ssf,Thao,aust1307,214,214,blustaustronesian,Austronesian
2690,Nias,Papunesia,0.90691,97.4961,nias1242,nia,Nias,aust1307,234,234,blustaustronesian,Austronesian
2691,Breton_ST,Eurasia,48.2452,-3.78934,bret1244,bre,Breton,indo1319,225,225,dunnielex,Indo-European
2692,Shuri,Eurasia,26.21699,127.7224,shur1243,,Shuri,japo1237,206,206,hattorijaponic,Japonic
2693,Camsa,South America,1.14537,-76.8931,cams1241,kbh,Camsá,cams1241,206,206,huntergatherer,Camsá
2694,Karas,Papunesia,-3.47037,132.678,kara1499,kgv,Kalamang,west2604,206,206,johanssonsoundsymbolic,West Bomberai
2695,Yakumo,Eurasia,42.25,140.266667,ainu1240,ain,Hokkaido Ainu,ainu1252,224,224,leeainu,Ainu
2696,Horobetsu,Eurasia,42.416667,141.1,ainu1240,ain,Hokkaido Ainu,ainu1252,234,234,leeainu,Ainu
2697,Hiratori,Eurasia,42.583333,142.133333,ainu1240,ain,Hokkaido Ainu,ainu1252,229,229,leeainu,Ainu
2698,Obihiro,Eurasia,42.916667,143.2,ainu1240,ain,Hokkaido Ainu,ainu1252,226,226,leeainu,Ainu
2699,Bihoro,Eurasia,43.825,144.105556,ainu1240,ain,Hokkaido Ainu,ainu1252,223,223,leeainu,Ainu
2700,Aomori,Eurasia,40.7435,140.6873,tsug1237,,Tsugaru,japo1237,207,207,leejaponic,Japonic
2701,Irafu,Eurasia,24.831088,125.18956,irab1238,,Irabu-Jima,japo1237,206,206,leejaponic,Japonic
2702,Tarama,Eurasia,24.6584,124.6998,tara1319,,Tarama-Minna,japo1237,206,206,leejaponic,Japonic
2703,Leo Tuvalu,Papunesia,-8.520813,179.198088,tuva1244,tvl,Tuvalu,aust1307,277,277,walworthpolynesian,Austronesian
2704,Hawaiian,Papunesia,19.6297,-155.43,hawa1245,haw,Hawaiian,aust1307,232,232,abvdoceanic,Austronesian
2705,Lamogai (Mulakaino),Papunesia,-5.87071,149.321,lamo1244,lmg,Lamogai,aust1307,224,224,abvdoceanic,Austronesian
2706,Maori,Papunesia,-38.2881,176.541,maor1246,mri,Maori,aust1307,218,218,abvdoceanic,Austronesian
2707,Rotuman,Papunesia,-12.5008,177.066,rotu1241,rtm,Rotuman,aust1307,223,223,abvdoceanic,Austronesian
2708,Roviana,Papunesia,-8.20493,157.408,rovi1238,rug,Roviana,aust1307,234,234,abvdoceanic,Austronesian
2709,Samoan,Papunesia,-13.92,-171.83,samo1305,smo,Samoan,aust1307,299,299,abvdoceanic,Austronesian
2710,Tongan,Papunesia,-21.17,-175.25,tong1325,ton,Tonga (Tonga Islands),aust1307,218,218,abvdoceanic,Austronesian
2711,Ponapean,Papunesia,6.87212,158.223,pohn1238,pon,Pohnpeian,aust1307,242,242,abvdoceanic,Austronesian
2712,Ririo,Papunesia,-6.88927,156.92,riri1237,rri,Ririo,aust1307,228,228,abvdoceanic,Austronesian
2713,Kwara'ae (Solomon Islands'),Papunesia,-8.75779,160.804,kwar1239,kwf,Kwara'ae,aust1307,231,231,abvdoceanic,Austronesian
2714,To'ambaita,Papunesia,-8.39233,160.619,toab1237,mlu,To'abaita,aust1307,373,373,abvdoceanic,Austronesian
2715,Saliba,Papunesia,-10.6148,150.727,sali1295,sbe,Saliba,aust1307,252,252,abvdoceanic,Austronesian
2716,Luqa,Papunesia,-8.17469,156.573,lung1249,lga,Lungga,aust1307,246,246,abvdoceanic,Austronesian
2717,Western Fijian (Navosa),Papunesia,-17.8355,177.657,west2519,wyy,Western Viti Levu-Yasawas Fijian,aust1307,208,208,abvdoceanic,Austronesian
2718,Nduke,Papunesia,-7.97768,157.064,duke1237,nke,Duke,aust1307,244,244,abvdoceanic,Austronesian
2719,Lengo,Papunesia,-9.56425,160.42,leng1259,lgr,Lengo,aust1307,239,239,abvdoceanic,Austronesian
2720,Bariai,Papunesia,-5.5087,148.666,bari1286,bch,Bariai,aust1307,211,211,abvdoceanic,Austronesian
2721,Dobu,Papunesia,-9.63239,150.825,dobu1241,dob,Dobu,aust1307,266,266,abvdoceanic,Austronesian
2722,Tahitian,Papunesia,-17.6485,-149.45,tahi1242,tah,Tahitian,aust1307,248,248,abvdoceanic,Austronesian
2723,Puyuma (Chihpen F69),Papunesia,22.643,120.996,puyu1239,pyu,Puyuma,aust1307,340,340,abvdphilippines,Austronesian
2724,Paiwan (Butanglu L04),Papunesia,22.3271,120.806,paiw1248,pwn,Paiwan,aust1307,217,217,abvdphilippines,Austronesian
2725,Rukai (Budai L04),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,218,218,abvdphilippines,Austronesian
2726,Seediq L04 (Truku),Papunesia,23.9032,121.358,taro1264,trv,Seediq,aust1307,217,217,abvdphilippines,Austronesian
2727,Khapalu Balti,Eurasia,35.163409,76.342552,balt1258,bft,Balti,sino1245,216,216,backstromnorthernpakistan,Sino-Tibetan
2728,Chorbat Balti,Eurasia,34.979586,72.680387,balt1258,bft,Balti,sino1245,219,219,backstromnorthernpakistan,Sino-Tibetan
2729,Garlali,Australia,-28.136,143.929,kala1380,gll,Bulloo River,pama1250,206,206,bowernpny,Pama-Nyungan
2730,Armenian_Mod,Eurasia,40.0,45.0,nucl1235,hye,Eastern Armenian,indo1319,224,224,dunnielex,Indo-European
2731,Dhangu,Australia,-11.9493,135.752,dhan1270,dhg,Dhangu,pama1250,206,206,huntergatherer,Pama-Nyungan
2732,Albanian,Eurasia,42.317,21.3837,gheg1238,aln,Gheg Albanian,indo1319,205,205,kesslersignificance,Indo-European
2733,Latin,Eurasia,41.9026,12.4502,lati1261,lat,Latin,indo1319,205,205,kesslersignificance,Indo-European
2734,German,Eurasia,48.649,12.4676,stan1295,deu,German,indo1319,205,205,kesslersignificance,Indo-European
2735,English,Eurasia,53.0,-1.0,stan1293,eng,English,indo1319,205,205,kesslersignificance,Indo-European
2736,Navajo,North America,36.33,-109.38,nava1243,nav,Navajo,atha1245,205,205,kesslersignificance,Athabaskan-Eyak-Tlingit
2737,French,Eurasia,48.0,2.0,stan1290,fra,French,indo1319,205,205,kesslersignificance,Indo-European
2738,Hawaiian,Papunesia,19.6297,-155.43,hawa1245,haw,Hawaiian,aust1307,205,205,kesslersignificance,Austronesian
2739,Turkish,Eurasia,39.8667,32.8667,nucl1301,tur,Turkish,turk1311,205,205,kesslersignificance,Turkic
2740,Niikappu,Eurasia,42.366667,142.316667,ainu1240,ain,Hokkaido Ainu,ainu1252,207,207,leeainu,Ainu
2741,Samani,Eurasia,42.133333,142.933333,ainu1240,ain,Hokkaido Ainu,ainu1252,212,212,leeainu,Ainu
2742,Asahikawa,Eurasia,43.766667,142.366667,ainu1240,ain,Hokkaido Ainu,ainu1252,222,222,leeainu,Ainu
2743,Nayoro,Eurasia,44.355833,142.463333,ainu1240,ain,Hokkaido Ainu,ainu1252,230,230,leeainu,Ainu
2744,North Eudeve,North America,28.5,-110.0,eude1234,eud,Eudeve,utoa1244,217,217,lionnetyotonahua,Uto-Aztecan
2745,Diwála,Africa,4.10208,9.61877,dual1243,dua,Duala,atla1278,233,233,polyglottaafricana,Atlantic-Congo
2746,Tabriak,Papunesia,-4.49162,143.593,tabr1243,tzx,Tabriak,lowe1423,417,417,transnewguineaorg,Lower Sepik
2747,Zhaozhuang Bai,Eurasia,25.5844078,100.3117,dali1242,,Dali,sino1245,214,214,zhaobai,Sino-Tibetan
2748,Mota,Papunesia,-13.835361,167.690924,mota1237,mtt,Mota,aust1307,257,257,abvdoceanic,Austronesian
2749,Motu,Papunesia,-9.67492,147.424,motu1246,meu,Motu,aust1307,214,214,abvdoceanic,Austronesian
2750,Marquesan,Papunesia,-8.89412,-140.108,nort2845,mrq,North Marquesan,aust1307,372,372,abvdoceanic,Austronesian
2751,Rarotongan,Papunesia,-21.23,-159.78,raro1241,rar,Southern Cook Island Maori,aust1307,326,326,abvdoceanic,Austronesian
2752,Nêlêmwa,Papunesia,-20.4035,164.193,kuma1276,nee,Nêlêmwa-Nixumwak,aust1307,231,231,abvdoceanic,Austronesian
2753,Yapese,Papunesia,9.55811,138.125,yape1248,yap,Yapese,aust1307,255,255,abvdoceanic,Austronesian
2754,Mengen,Papunesia,-5.47036,151.373,meng1267,mee,Mengen,aust1307,217,217,abvdoceanic,Austronesian
2755,Nengone,Papunesia,-21.5305,167.964,neng1238,nen,Nengone,aust1307,271,271,abvdoceanic,Austronesian
2756,Nggela,Papunesia,-9.04587,160.186,gela1263,nlg,Gela,aust1307,250,250,abvdoceanic,Austronesian
2757,Anejom (Aneityum),Papunesia,-20.1864,169.825,anei1239,aty,Aneityum,aust1307,208,208,abvdoceanic,Austronesian
2758,Pukapuka,Papunesia,-10.91,-165.83,puka1242,pkp,Pukapuka,aust1307,363,363,abvdoceanic,Austronesian
2759,Kilivila,Papunesia,-8.72574,151.072,kili1267,kij,Kilivila,aust1307,238,238,abvdoceanic,Austronesian
2760,Teop,Papunesia,-5.67474,154.971,teop1238,tio,Teop,aust1307,273,273,abvdoceanic,Austronesian
2761,"Futuna, East",Papunesia,-14.278717,-178.137222,east2447,fud,East Futuna,aust1307,313,313,abvdoceanic,Austronesian
2762,Numbami (Siboma),Papunesia,-7.52806,147.298,numb1247,sij,Numbami,aust1307,240,240,abvdoceanic,Austronesian
2763,Kiribati,Papunesia,0.179,173.64,gilb1244,gil,Gilbertese,aust1307,330,330,abvdoceanic,Austronesian
2764,Simbo,Papunesia,-8.26947,156.541,simb1256,sbb,Simbo,aust1307,233,233,abvdoceanic,Austronesian
2765,Äiwoo,Papunesia,-10.282595,166.328715,ayiw1239,nfl,Äiwoo,aust1307,328,328,abvdoceanic,Austronesian
2766,Muyuw,Papunesia,-9.195,152.731,muyu1244,myw,Muyuw,aust1307,336,336,abvdoceanic,Austronesian
2767,Nukeria,Papunesia,-3.40038,154.731,nuku1259,nur,Nukuria,aust1307,277,277,abvdoceanic,Austronesian
2768,Wedau,Papunesia,-10.1246,150.172,weda1241,wed,Wedau,aust1307,267,267,abvdoceanic,Austronesian
2769,Itbayat,Papunesia,20.77,121.85,ivat1242,ivv,Itbayat,aust1307,424,424,abvdphilippines,Austronesian
2770,Bikol (Rinconada),Papunesia,13.3896,123.331,irig1242,bto,Iriga Bicolano,aust1307,258,258,abvdphilippines,Austronesian
2771,Atayal - C'uli' L04 (Mayrinax),Papunesia,24.5209,121.388,atay1247,tay,Atayal,aust1307,243,243,abvdphilippines,Austronesian
2772,Rukai (Mantauran L04),Papunesia,22.7738,120.844,ruka1240,dru,Rukai,aust1307,216,216,abvdphilippines,Austronesian
2773,Hussainabad,Eurasia,36.6865546,74.8234606,hunz1248,,Hunza,buru1296,207,207,backstromnorthernpakistan,Burushaski
2774,Nazimabad (Upper Sust) ,Eurasia,36.6717915,74.8337469,hunz1248,,Hunza,buru1296,209,209,backstromnorthernpakistan,Burushaski
2775,Yandruwandha,Australia,-28.4744,140.583,yand1253,ynd,Yandruwandha,pama1250,204,204,huntergatherer,Pama-Nyungan
2776,Arabana,Australia,-28.705,135.449,arab1267,ard,Arabana,pama1250,204,204,huntergatherer,Pama-Nyungan
2777,Oshamambe,Eurasia,42.508056,140.373056,ainu1240,ain,Hokkaido Ainu,ainu1252,205,205,leeainu,Ainu
2778,Hachijyo,Eurasia,33.109444,139.791389,hach1239,,Hachijo,japo1237,205,205,leejaponic,Japonic
2779,WarLamin,Eurasia,25.1154,91.6266,warj1242,aml,War-Jaintia,aust1305,210,210,nagarajakhasian,Austroasiatic
2780,Som,Papunesia,-6.07366,146.651,somm1240,smc,Som,nucl1709,250,250,transnewguineaorg,Nuclear Trans New Guinea
2781,Gimán,Papunesia,-0.42618,127.976,gane1237,gzn,Gane,aust1307,239,239,abvdoceanic,Austronesian
2782,Bughotu,Papunesia,-8.47948,159.802,bugh1239,bgt,Bughotu,aust1307,269,269,abvdoceanic,Austronesian
2783,Lau,Papunesia,-8.51018,160.872,lauu1247,llu,Lau,aust1307,269,269,abvdoceanic,Austronesian
2784,Marovo,Papunesia,-8.37943,157.747,maro1244,mvo,Marovo,aust1307,214,214,abvdoceanic,Austronesian
2785,Mekeo,Papunesia,-8.23853,146.586,meke1243,mek,Mekeo,aust1307,211,211,abvdoceanic,Austronesian
2786,Raga,Papunesia,-15.5432,168.167,hano1246,lml,Hano,aust1307,237,237,abvdoceanic,Austronesian
2787,Windesi Wandamen,Papunesia,-2.25622,133.996,wand1267,wad,Wandamen,aust1307,255,255,abvdoceanic,Austronesian
2788,Lenakel,Papunesia,-19.4763,169.261,lena1238,tnl,Lenakel,aust1307,205,205,abvdoceanic,Austronesian
2789,Takia,Papunesia,-4.69057,145.975,taki1248,tbc,Takia,aust1307,231,231,abvdoceanic,Austronesian
2790,Lunga Lunga  (Minigir),Papunesia,-4.31803,152.005,mini1251,vmg,Minigir,aust1307,227,227,abvdoceanic,Austronesian
2791,Kwamera,Papunesia,-19.5954,169.442,kwam1252,tnk,Kwamera,aust1307,218,218,abvdoceanic,Austronesian
2792,Imorod,Papunesia,20.77,121.85,ivat1242,ivv,Itbayat,aust1307,351,351,abvdphilippines,Austronesian
2793,Isamorong,Papunesia,20.77,121.85,ivat1242,ivv,Itbayat,aust1307,346,346,abvdphilippines,Austronesian
2794,Palawan Batak,Papunesia,10.1115,119.025,bata1301,bya,Batak,aust1307,362,362,abvdphilippines,Austronesian
2795,Romblon,Papunesia,12.4047,122.56,romb1245,rol,Romblomanon,aust1307,229,229,abvdphilippines,Austronesian
2796,Itawis,Papunesia,17.7329,121.58,itaw1240,itv,Itawit,aust1307,207,207,abvdphilippines,Austronesian
2797,Mayi-Yapi,Australia,-19.25,140.61,mayi1235,xyj,Mayi-Yapi,pama1250,204,204,bowernpny,Pama-Nyungan
2798,Yarluyandi,Australia,-25.83705,139.58436,yarl1238,yry,Yarluyandi,pama1250,204,204,bowernpny,Pama-Nyungan
2799,Catalan,Eurasia,41.453,1.569,stan1289,cat,Catalan,indo1319,255,255,dunnielex,Indo-European
2800,Portuguese_ST,Eurasia,39.91,-8.1,port1283,por,Portuguese,indo1319,225,225,dunnielex,Indo-European
2801,Tomo Kan (Segue),Africa,13.84356667,-3.752166667,tomo1243,dtm,Tomo Kan Dogon,dogo1299,207,207,heathdogon,Dogon
2802,Diyari,Australia,-28.1667,138.0,dier1241,dif,Dieri,pama1250,203,203,huntergatherer,Pama-Nyungan
2803,Hadza,Africa,-3.83115,35.0458,hadz1240,hts,Hadza,hadz1240,203,203,johanssonsoundsymbolic,Hadza
2804,Maranunggu,Australia,-13.6754,130.12,mara1386,zmr,Maranunggu,west2434,203,203,johanssonsoundsymbolic,Western Daly
2805,Yimas,Papunesia,-4.71731,143.572,yima1243,yee,Yimas,lowe1423,203,203,johanssonsoundsymbolic,Lower Sepik
2806,Sôya,Eurasia,45.415667,141.673056,ainu1240,ain,Hokkaido Ainu,ainu1252,217,217,leeainu,Ainu
2807,Beijing,Eurasia,39.9385466,116.1172766,beij1234,,Beijing Mandarin,sino1245,207,207,liusinitic,Sino-Tibetan
2808,Changsha,Eurasia,28.85032,112.943344,chan1326,,Changsha,sino1245,266,266,liusinitic,Sino-Tibetan
2809,Chengdu,Eurasia,30.605768,103.970947,chen1267,,Chengdu Mandarin,sino1245,260,260,liusinitic,Sino-Tibetan
2810,Fuzhou,Eurasia,26.08904,119.294243,fuzh1239,,Houguan,sino1245,272,272,liusinitic,Sino-Tibetan
2811,Guangzhou,Eurasia,23.1253503,112.9476548,guan1279,,Guangzhou,sino1245,209,209,liusinitic,Sino-Tibetan
2812,Guilin,Eurasia,25.266667,110.283333,guil1241,,Guilin Pinghua,sino1245,204,204,liusinitic,Sino-Tibetan
2813,Ha_erbin,Eurasia,45.846595,126.551056,haer1234,,Ha'erbin Mandarin,sino1245,246,246,liusinitic,Sino-Tibetan
2814,Jinan,Eurasia,36.690777,116.997299,jina1245,,Jinan Mandarin,sino1245,208,208,liusinitic,Sino-Tibetan
2815,Jixi,Eurasia,30.071111,118.592222,jixi1238,,Jixi,sino1245,224,224,liusinitic,Sino-Tibetan
2816,Loudi,Eurasia,27.733333,111.9281883,loud1234,,Loudi,sino1245,217,217,liusinitic,Sino-Tibetan
2817,Meixian,Eurasia,24.3522958,115.8903375,yuet1238,,Meixian,sino1245,212,212,liusinitic,Sino-Tibetan
2818,Nanchang,Eurasia,28.706609,115.857468,nanc1254,,Nanchang,sino1245,241,241,liusinitic,Sino-Tibetan
2819,Nanjing,Eurasia,32.0989607,118.4575646,nanj1234,,Nanjing Mandarin,sino1245,230,230,liusinitic,Sino-Tibetan
2820,Rongcheng,Eurasia,37.130642,122.434269,rong1271,,Rongcheng Mandarin,sino1245,204,204,liusinitic,Sino-Tibetan
2821,Suzhou,Eurasia,31.3280439,120.364116,suzh1234,,Suzhou,sino1245,220,220,liusinitic,Sino-Tibetan
2822,Taiyuan,Eurasia,37.8632119,112.4024883,taiy1243,,Taiyuan,sino1245,235,235,liusinitic,Sino-Tibetan
2823,Wenzhou,Eurasia,28.005496,120.701179,ouji1238,,Wenzhou,sino1245,219,219,liusinitic,Sino-Tibetan
2824,Xi_an,Eurasia,34.228154,108.960571,xian1253,,Xi'an Mandarin,sino1245,235,235,liusinitic,Sino-Tibetan
2825,Khmu,Eurasia,20.2463,101.671,khmu1256,kjg,Khmu,aust1305,208,208,nagarajakhasian,Austroasiatic
2826,Goshimjang,Africa,5.234168,10.407013,ndan1241,nnz,Nda'nda',atla1278,208,208,ndanda,Atlantic-Congo
2827,Mizo_Lushai,Eurasia,22.60535,92.629457,lush1249,lus,Mizo,sino1245,279,279,sagartst,Sino-Tibetan
2828,Pawaia,Papunesia,-6.88021,145.081,pawa1255,pwa,Pawaia,pawa1255,295,295,transnewguineaorg,Pawaia
2829,Yaqay (Kogo Dialect),Papunesia,-6.66632,139.249,yaqa1246,jaq,Yaqay,anim1240,221,221,transnewguineaorg,Anim
2830,Arikem,South America,-8.92,-63.74,arik1264,ait,Arikem,tupi1275,225,225,tuled,Tupian
2831,Kapingamarangi,Papunesia,1.039166,154.797223,kapi1249,kpg,Kapingamarangi,aust1307,228,228,walworthpolynesian,Austronesian
2832,Buli,Papunesia,1.0008,128.443,buli1255,bzq,Buli (Indonesia),aust1307,221,221,abvdoceanic,Austronesian
2833,Kwaio,Papunesia,-8.93744,160.965,kwai1243,kwd,Kwaio,aust1307,206,206,abvdoceanic,Austronesian
2834,Loniu,Papunesia,-2.06124,147.35,loni1238,los,Loniu,aust1307,207,207,abvdoceanic,Austronesian
2835,Mwotlap,Papunesia,-13.655015,167.706277,motl1237,mlv,Mwotlap,aust1307,222,222,abvdoceanic,Austronesian
2836,Iaai,Papunesia,-20.6301,166.59,iaai1238,iai,Iaai,aust1307,231,231,abvdoceanic,Austronesian
2837,Gumawana,Papunesia,-9.28497,150.762,guma1254,gvs,Gumawana,aust1307,230,230,abvdoceanic,Austronesian
2838,Mortlockese (Lukunosh),Papunesia,5.50735,153.710778,mort1237,mrl,Mortlockese,aust1307,205,205,abvdoceanic,Austronesian
2839,Mangap-Mbula,Papunesia,-5.66965,148.041,mbul1263,mna,Mbula,aust1307,204,204,abvdoceanic,Austronesian
2840,"Sangir, Tabukang Dialect",Papunesia,3.0,125.5,sang1336,sxn,Sangir,aust1307,207,207,abvdphilippines,Austronesian
2841,Sakizaya,Papunesia,23.9386,121.59,nata1254,ais,Northern Amis,aust1307,210,210,abvdphilippines,Austronesian
2842,Rondu Balti,Eurasia,35.468685,75.358422,balt1258,bft,Balti,sino1245,206,206,backstromnorthernpakistan,Sino-Tibetan
2843,Moken,Eurasia,10.1474,98.6765,moke1242,mwt,Moken,aust1307,234,234,blustaustronesian,Austronesian
2844,Maká,South America,-25.01,-57.37,maca1260,mca,Maká,mata1289,238,238,chacolanguages,Matacoan
2845,Tapiete,South America,-21.42,-62.68,tapi1253,tpj,Tapieté,tupi1275,274,274,chacolanguages,Tupian
2846,Ngamini,Australia,-27.1797,138.701,ngam1265,nmv,Ngamini-Yarluyandi-Karangura,pama1250,202,202,huntergatherer,Pama-Nyungan
2847,Kushiro,Eurasia,42.983333,144.383333,ainu1240,ain,Hokkaido Ainu,ainu1252,206,206,leeainu,Ainu
2848,Xiamen,Eurasia,24.49421,118.08918,xiam1236,,Xiamen,sino1245,212,212,liusinitic,Sino-Tibetan
2849,"Dani, Western",Papunesia,-3.77127,138.217,west2594,dnw,Western Dani,nucl1709,235,235,transnewguineaorg,Nuclear Trans New Guinea
2850,Tangko,Papunesia,-5.13343,140.269,tang1353,tkx,Tangko,nucl1709,207,207,transnewguineaorg,Nuclear Trans New Guinea
2851,Yaqay (Kotup Dialect),Papunesia,-6.66632,139.249,yaqa1246,jaq,Yaqay,anim1240,211,211,transnewguineaorg,Anim
2852,Yaqay (Wanggate Dialect),Papunesia,-6.66632,139.249,yaqa1246,jaq,Yaqay,anim1240,217,217,transnewguineaorg,Anim
2853,Bislama (1),Papunesia,-16.10694,167.4208,bisl1239,bis,Bislama,indo1319,202,202,vanuatuvoices,Indo-European
2854,Ctl: Nalemba: Nasawa,Papunesia,-15.19677,168.112254,nasa1241,,Nasawa,aust1307,218,218,vanuatuvoices,Austronesian
2855,Ctl: Sungwadaga: Lalaundi,Papunesia,-15.11413,168.14195,cent2058,mwo,Central Maewo,aust1307,218,218,vanuatuvoices,Austronesian
2856,Ctl: Sungwadaga: Rongnawo,Papunesia,-15.10197,168.079925,cent2058,mwo,Central Maewo,aust1307,219,219,vanuatuvoices,Austronesian
2857,Ctl: Sungwada: Ngota,Papunesia,-15.10125,168.121197,cent2058,mwo,Central Maewo,aust1307,208,208,vanuatuvoices,Austronesian
2858,Ctl: Sungwadoga: Rata,Papunesia,-15.11413,168.14195,tali1260,,Talise (Vanuatu),aust1307,219,219,vanuatuvoices,Austronesian
2859,E: Lolovoli,Papunesia,-15.36437,167.927911,east2443,omb,East Ambae,aust1307,206,206,vanuatuvoices,Austronesian
2860,E: Sana: Solokave,Papunesia,-15.45831,167.856408,east2443,omb,East Ambae,aust1307,202,202,vanuatuvoices,Austronesian
2861,N: Havai: Lombaha,Papunesia,-15.31659,167.81886,lomb1262,,Lombaha,aust1307,216,216,vanuatuvoices,Austronesian
2862,N: Leonda,,-15.314,167.852877,amba1270,,Ambae,aust1307,218,218,vanuatuvoices,Austronesian
2863,N: Sungwadia: Naone,Papunesia,-15.01508,168.066583,mari1426,mrb,Sunwadia,aust1307,218,218,vanuatuvoices,Austronesian
2864,S: Raga: Avavanvae,,-15.34347,168.127388,maew1234,,Maewo,aust1307,219,219,vanuatuvoices,Austronesian
2865,S: Sakao,,-15.42439,167.894062,amba1270,,Ambae,aust1307,210,210,vanuatuvoices,Austronesian
2866,S: Sungagage: Avanbatai,,-15.38639,168.146667,maew1234,,Maewo,aust1307,211,211,vanuatuvoices,Austronesian
2867,S: Sungagage: Avavanvae,,-15.34347,168.127388,maew1234,,Maewo,aust1307,209,209,vanuatuvoices,Austronesian
2868,S: Xalangi: Baetora,,-15.25972,168.116944,maew1234,,Maewo,aust1307,209,209,vanuatuvoices,Austronesian
2869,Nehan Hape,Papunesia,-4.56875,154.2,neha1247,nsn,Nehan,aust1307,204,204,abvdoceanic,Austronesian
2870,Numfor,Papunesia,-0.9523,135.879,biak1248,bhw,Biak,aust1307,219,219,abvdoceanic,Austronesian
